epoch,mean_val_accuracy,std_val_accuracy,mean_val_balanced_accuracy,std_val_balanced_accuracy,mean_val_loss,std_val_loss
1,0.08333333333333333,0.03588056529636057,0.028131662254621603,0.012395709965222912,3.517866902351379,0.1607937272390792
2,0.33547619047619043,0.05817714756557091,0.13341173161714978,0.027988313931640522,2.4884628670556204,0.2484043466658068
3,0.4830952380952381,0.05899719429125728,0.23122379528674095,0.038565030231201274,1.922693234057654,0.2276195156333231
4,0.5604761904761905,0.0516529496823207,0.30577627718043743,0.04804996202647217,1.5779644978614082,0.22836806021421927
5,0.5833333333333333,0.05187526466342343,0.33874376677358575,0.05038777490308306,1.4833380654879977,0.216991412580958
6,0.6264285714285714,0.06029688454401508,0.3900524157507178,0.05552646893375115,1.350202698934646,0.23889484758382548
7,0.6270238095238094,0.05026305518522812,0.4068358656198548,0.06159388367748518,1.3176150979314531,0.21684224010641187
8,0.6351190476190476,0.05995853158812415,0.4258076634264018,0.06206464776422551,1.279902115946724,0.23929894180599962
9,0.650595238095238,0.05556157847170627,0.43491893410973,0.06682848070143797,1.24578714796475,0.2223301126523126
10,0.6582142857142858,0.06178663179427024,0.4462349472283259,0.06628652880622264,1.213087996301197,0.2362696203464263
11,0.6503571428571429,0.0680699461854947,0.4339359534944299,0.07618818074154657,1.2679882532642002,0.2922280177670382
12,0.6651190476190476,0.05303715058714625,0.4565526181837235,0.0624720144574245,1.187815623396919,0.21920056822732886
13,0.6599999999999999,0.06064234767112633,0.4446458849236182,0.06274946835452541,1.2121664032481967,0.21734043803832984
14,0.6701190476190476,0.05508303873664364,0.4648363046237522,0.06368674714882182,1.181960932754335,0.24099551552164591
15,0.666547619047619,0.05972928819666886,0.46415340178427283,0.07143982260381876,1.1936586348783402,0.2446400972973526
16,0.6686904761904762,0.054878369942340154,0.45665866311246867,0.0643601196020426,1.2081425582794918,0.21825269181327053
17,0.671547619047619,0.05509847399642474,0.46646233705439466,0.06433163346209875,1.1910097681340719,0.2070883282921179
18,0.6710714285714285,0.047915890262861034,0.46851238514049565,0.057994842269683884,1.1850094249134973,0.19520595815639907
19,0.6661904761904762,0.05267826876426369,0.46289413559466636,0.06547911315081414,1.203829705999011,0.21620118386078158
20,0.6663095238095237,0.05477497256090246,0.47270565394013014,0.07272462829480647,1.2134047235193708,0.1955681049193304
21,0.6632142857142858,0.05320096775925736,0.4666651693871267,0.061769804190717,1.2183366648356118,0.21417693889941053
22,0.6701190476190477,0.05312632551367575,0.47199958493905203,0.06407600714765775,1.2263719750018347,0.20248784995074368
23,0.6753571428571429,0.05449481970012986,0.4731784045654074,0.0726129334366493,1.2210594964027406,0.22048572793146368
24,0.6682142857142856,0.05830915436698767,0.4728667736675913,0.06800675442765923,1.2174738378751846,0.23317064883787855
25,0.6710714285714285,0.054489618100383344,0.4796344848237091,0.07396073656164655,1.2279235440208798,0.21235875250081765
26,0.6723809523809523,0.04964956560816384,0.47620781674533025,0.07416276547307374,1.2352757743994394,0.1879571316127291
27,0.6742857142857144,0.05471840922751705,0.4710282667084976,0.06364858742692697,1.2399923055512565,0.2158094043510073
28,0.6747619047619049,0.05785714285714284,0.4772310658797572,0.07375436601808051,1.2249330307188488,0.19706272531025934
29,0.6658333333333333,0.054200146639023124,0.4710753185813825,0.06071662876309373,1.2633898108346122,0.20991017859083946
30,0.6667857142857143,0.05695268454290798,0.47085409215604573,0.06897184129731167,1.2649048356782822,0.23036298799949093
31,0.6690476190476191,0.05669217113123906,0.47227581390631324,0.07071212834341195,1.2557449739319937,0.20194769137638938
32,0.6745238095238095,0.050679062214476454,0.47493592854239025,0.06357080474088378,1.2393272291478656,0.21251163831505665
33,0.669404761904762,0.05321322040054357,0.473321881780135,0.06544116900183149,1.2533390356245495,0.19762244214489277
34,0.6697619047619049,0.05319763774954223,0.4707763492962574,0.06715653531378954,1.2536095052673704,0.19977822290876415
35,0.6689285714285714,0.05309964214064773,0.4712623100562242,0.06560596498418944,1.266828406538282,0.215368388211173
36,0.6670238095238095,0.0567897073568618,0.46784123156986157,0.06955573579635499,1.2718036440440585,0.21539224224983763
37,0.6708333333333333,0.04860949138862927,0.47269244526842236,0.06524084157255203,1.2533669992855616,0.1941585961948742
38,0.6716666666666666,0.054319642697337765,0.47234338724276964,0.0686541811075092,1.2536632683163598,0.20220743867998586
39,0.667142857142857,0.053317387071876804,0.4706096047303185,0.06703693924185855,1.2697262677692231,0.20545098108178075
40,0.6655952380952381,0.053360563839249586,0.46868512202441615,0.06682115070930247,1.269428811186836,0.20526755993570603
41,0.6686904761904762,0.05367727638395973,0.47180684241931886,0.06742075224827236,1.269690440495809,0.20542869219603108
42,0.6683333333333332,0.053558728653376256,0.46987188946448877,0.06689543483994423,1.2651568041528973,0.2030480753550553
