Epochs,Method,Accuracy,Std,Median,Min,Max,CI_Lower,CI_Upper
5,c2m3,0.08441300022109219,0.03625194732849279,0.08954233915542781,0.03139509175326111,0.12447490603581693,0.03940026235852348,0.1294257380836609
5,fedavg,0.05195666592969268,0.027903201528690694,0.055936325447711696,0.020782666371877073,0.09949148795047535,0.01731026515689315,0.08660306670249221
5,simple_avg,0.05195666592969268,0.027903201528690694,0.055936325447711696,0.020782666371877073,0.09949148795047535,0.01731026515689315,0.08660306670249221
5,median,0.05160291841697988,0.00866681406146363,0.055936325447711696,0.03426929029405262,0.055936325447711696,0.04084164741773433,0.06236418941622543
5,Avg Individual,0.21261994251602917,0.033462633262666484,0.2280787088215786,0.14998894539022772,0.2402387795710811,0.17107059550868037,0.254169289523378
5,Best Individual,0.25505195666592967,0.041369557902727505,0.2597833296484634,0.17731594074729162,0.2911784214017245,0.20368486599650681,0.3064190473353525
10,c2m3,0.0575724076940084,0.009619517911167844,0.0565996020340482,0.04399734689365466,0.07251824010612426,0.045628198623634986,0.06951661676438181
10,fedavg,0.027415432235242093,0.019717160160108875,0.01989829759009507,0.004421843908910016,0.062126906920185715,0.002933344317617291,0.051897520152866895
10,simple_avg,0.027415432235242093,0.019717160160108875,0.01989829759009507,0.004421843908910016,0.062126906920185715,0.002933344317617291,0.051897520152866895
10,median,0.03121821799690471,0.015169824956717417,0.01989829759009507,0.01680300685385806,0.04974574397523768,0.012382392489095683,0.050054043504713736
10,Avg Individual,0.28412115852310416,0.01926652955138484,0.27309307981428255,0.2650453239000663,0.3111209374309087,0.26019860240882065,0.30804371463738767
10,Best Individual,0.331151890338271,0.014650523813231838,0.3281008180411231,0.31129781118726507,0.3526420517355737,0.3129608623645541,0.34934291831198794
15,c2m3,0.04032721644925934,0.014969492788993729,0.03670130444395313,0.017908467831085562,0.0579261552067212,0.021740136181794933,0.05891429671672374
15,fedavg,0.02263984081361928,0.017376552590050994,0.01680300685385806,0.005085120495246518,0.055936325447711696,0.00106400104965855,0.04421568057758001
15,simple_avg,0.02263984081361928,0.017376552590050994,0.01680300685385806,0.005085120495246518,0.055936325447711696,0.00106400104965855,0.04421568057758001
15,median,0.03369445058589431,0.018195551879825113,0.01989829759009507,0.01680300685385806,0.055936325447711696,0.011101688889266603,0.05628721228252202
15,Avg Individual,0.3097501658191466,0.023943555947587715,0.29630776033606016,0.2837497236347557,0.34702630997125805,0.28002031441004926,0.33948001722824395
15,Best Individual,0.36422728277691796,0.028254025547742874,0.35839044881715676,0.32456334291399513,0.4023877957108114,0.32914527644995617,0.39930928910387975
20,c2m3,0.054653990714127784,0.013524916370767134,0.055936325447711696,0.030068538580588104,0.06942294936988724,0.03786058897782949,0.07144739245042608
20,fedavg,0.02347999115631218,0.017491956045747957,0.01989829759009507,0.003979659518019014,0.056378509838602694,0.0017608590761442264,0.045199123236480135
20,simple_avg,0.02347999115631218,0.017491956045747957,0.01989829759009507,0.003979659518019014,0.056378509838602694,0.0017608590761442264,0.045199123236480135
20,median,0.04598717665266416,0.013453600886248111,0.050409020561574175,0.01989829759009507,0.056157417643157195,0.029282324786007598,0.06269202851932074
20,Avg Individual,0.3119080256466947,0.01751801293650138,0.30519566659296926,0.2885695334954676,0.33269953570638955,0.29015653966337307,0.3336595116300163
20,Best Individual,0.3679416316604024,0.024504915832375296,0.36480212248507626,0.3327437541454787,0.40769400840150344,0.3375147598923285,0.3983685034284763
25,c2m3,0.04523546318814946,0.017518316526257977,0.04200751713464515,0.019456113199204067,0.07074950254256025,0.023483600248356863,0.06698732612794206
25,fedavg,0.021180632323678974,0.01277476751058458,0.020782666371877073,0.003979659518019014,0.04355516250276365,0.005318663420362947,0.037042601226995
25,simple_avg,0.021180632323678974,0.01277476751058458,0.020782666371877073,0.003979659518019014,0.04355516250276365,0.005318663420362947,0.037042601226995
25,median,0.03073181516692461,0.017216822758285903,0.01989829759009507,0.01414990050851205,0.055936325447711696,0.009354306184505737,0.05210932414934348
25,Avg Individual,0.32325447711695776,0.02350892100591689,0.3111651558699978,0.30024320141499006,0.3577271722308203,0.29406429626729447,0.35244465796662106
25,Best Individual,0.3843466725624586,0.027400665005031976,0.3701083351757683,0.35374751271280125,0.430908688923281,0.35032425329886857,0.4183690918260486
