Epochs,Method,Accuracy,Std,Median,Min,Max,CI_Lower,CI_Upper
5,c2m3,0.03510944063674552,0.019516017360739397,0.049966836170683177,0.006853858058810524,0.05217775812513818,0.010877104491595724,0.059341776781895325
5,fedavg,0.04722529294715897,0.006347464134987133,0.049966836170683177,0.03471147468494362,0.05217775812513818,0.039343875250855836,0.055106710643462106
5,simple_avg,0.04722529294715897,0.006347464134987133,0.049966836170683177,0.03471147468494362,0.05217775812513818,0.039343875250855836,0.055106710643462106
5,median,0.039796595180190145,0.014842517001894687,0.048861375193455674,0.012823347335839045,0.05217775812513818,0.021367176176210208,0.05822601418417008
5,Avg Individual,0.03172230820252045,0.003313917574319452,0.03276586336502322,0.027636524430687592,0.03665708600486403,0.02760753605747323,0.03583708034756767
5,Best Individual,0.05213353968604908,0.002103980058080092,0.05217775812513818,0.049966836170683177,0.055936325447711696,0.049521103394992355,0.0547459759771058
10,c2m3,0.035286314393101925,0.016441650107782778,0.04576608445721866,0.014370992703957551,0.050409020561574175,0.014871309383204974,0.055701319402998876
10,fedavg,0.02639840813619279,0.018146053551237218,0.016139730267521555,0.005306212690692019,0.050409020561574175,0.0038671067321439344,0.048929709540241645
10,simple_avg,0.02639840813619279,0.018146053551237218,0.016139730267521555,0.005306212690692019,0.050409020561574175,0.0038671067321439344,0.048929709540241645
10,median,0.04209595401282335,0.013069223281167159,0.048861375193455674,0.016139730267521555,0.050409020561574175,0.02586836998011159,0.05832353804553511
10,Avg Individual,0.03172230820252045,0.003313917574319452,0.03276586336502322,0.027636524430687592,0.03665708600486403,0.02760753605747323,0.03583708034756767
10,Best Individual,0.05213353968604908,0.002103980058080092,0.05217775812513818,0.049966836170683177,0.055936325447711696,0.049521103394992355,0.0547459759771058
15,c2m3,0.014813177094848551,0.0047460209117837675,0.01414990050851205,0.007296042449701525,0.01989829759009507,0.008920213793964432,0.02070614039573267
15,fedavg,0.013132876409462747,0.0040901458606578565,0.012823347335839045,0.007296042449701525,0.01989829759009507,0.008054289546881727,0.018211463272043767
15,simple_avg,0.013132876409462747,0.0040901458606578565,0.012823347335839045,0.007296042449701525,0.01989829759009507,0.008054289546881727,0.018211463272043767
15,median,0.03608224629670572,0.01769920011560708,0.048861375193455674,0.012823347335839045,0.05217775812513818,0.014105786716152466,0.058058705877258976
15,Avg Individual,0.03172230820252045,0.003313917574319452,0.03276586336502322,0.027636524430687592,0.03665708600486403,0.02760753605747323,0.03583708034756767
15,Best Individual,0.05213353968604908,0.002103980058080092,0.05217775812513818,0.049966836170683177,0.055936325447711696,0.049521103394992355,0.0547459759771058
20,c2m3,0.03515365907583463,0.01566606316275424,0.03471147468494362,0.006853858058810524,0.04974574397523768,0.015701672453056453,0.0546056456986128
20,fedavg,0.043908910015476456,0.00786616079605598,0.04576608445721866,0.03471147468494362,0.05217775812513818,0.03414178135093186,0.05367603868002105
20,simple_avg,0.043908910015476456,0.00786616079605598,0.04576608445721866,0.03471147468494362,0.05217775812513818,0.03414178135093186,0.05367603868002105
20,median,0.03497678531947822,0.01922429377038407,0.048861375193455674,0.007296042449701525,0.05217775812513818,0.011106671853899373,0.05884689878505706
20,Avg Individual,0.03172230820252045,0.003313917574319452,0.03276586336502322,0.027636524430687592,0.03665708600486403,0.02760753605747323,0.03583708034756767
20,Best Individual,0.05213353968604908,0.002103980058080092,0.05217775812513818,0.049966836170683177,0.055936325447711696,0.049521103394992355,0.0547459759771058
25,c2m3,0.034667256245854525,0.020809650326442143,0.04576608445721866,0.005306212690692019,0.055936325447711696,0.00882866262030206,0.06050584987140699
25,fedavg,0.035065222197656426,0.020256003135251367,0.04576608445721866,0.007296042449701525,0.055936325447711696,0.009914072357112187,0.06021637203820067
25,simple_avg,0.035065222197656426,0.020256003135251367,0.04576608445721866,0.007296042449701525,0.055936325447711696,0.009914072357112187,0.06021637203820067
25,median,0.020826884810966173,0.015963652668191858,0.014370992703957551,0.007296042449701525,0.05217775812513818,0.0010053920130428454,0.0406483776088895
25,Avg Individual,0.03172230820252045,0.003313917574319452,0.03276586336502322,0.027636524430687592,0.03665708600486403,0.02760753605747323,0.03583708034756767
25,Best Individual,0.05213353968604908,0.002103980058080092,0.05217775812513818,0.049966836170683177,0.055936325447711696,0.049521103394992355,0.0547459759771058
